id,text,label,is_test,clean_text,tokens
8932939,수OO만에 다시보네여,1,0,수OO만에 다시보네여,"[('보네여', 'Verb'), ('만', 'Unknown'), ('네여', 'Eomi'), ('다시', 'Noun'), ('OO', 'Alpha'), ('수', 'Noun'), ('만에', 'Josa'), ('에', 'Unknown'), ('보', 'Verb')]"
3681731,일방적인 영화다. 관객 좀 고려해주시길,0,0,일방적인 영화다 관객 좀 고려해주시길,"[('일방', 'Noun'), ('좀', 'Noun'), ('인', 'Josa'), ('관객', 'Noun'), ('고려', 'Noun'), ('ᆫ', 'Unknown'), ('어', 'Unknown'), ('기', 'Unknown'), ('주', 'Unknown'), ('시', 'Unknown'), ('영화', 'Noun'), ('ᆯ', 'Unknown'), ('해주시길', 'Verb'), ('적', 'Suffix'), ('다', 'Josa'), ('하', 'Unknown'), ('이', 'Unknown')]"
9847174,세상을 초월하는 한 사람의 선한 마음,1,0,세상을 초월하는 한 사람의 선한 마음,"[('세상', 'Noun'), ('을', 'Josa'), ('하는', 'Verb'), ('선한', 'Adjective'), ('초월', 'Noun'), ('선', 'Noun'), ('한', 'Verb'), ('ᆫ', 'Unknown'), ('마음', 'Noun'), ('는', 'Unknown'), ('하', 'Unknown'), ('사람', 'Noun'), ('의', 'Josa')]"
8506899,멍하다.. 여러생각이 겹치는데 오랜만에 영화 보고 이런 느낌 느껴본다,1,0,멍하다 여러생각이 겹치는데 오랜만에 영화 보고 이런 느낌 느껴본다,"[('여러', 'Modifier'), ('느끼', 'Verb'), ('만', 'Noun'), ('멍하', 'Adjective'), ('오랜', 'Modifier'), ('겹치', 'Verb'), ('치는데', 'Verb'), ('어', 'Unknown'), ('고', 'Unknown'), ('본다', 'Verb'), ('느낌', 'Noun'), ('멍하다', 'Adjective'), ('보고', 'Noun'), ('에', 'Josa'), ('ᆫ다', 'Eomi'), ('겹', 'Noun'), ('는데', 'Unknown'), ('생각', 'Noun'), ('이런', 'Adjective'), ('이', 'Josa'), ('보', 'Unknown'), ('느껴', 'Verb'), ('오랜만', 'Noun'), ('영화', 'Noun'), ('다', 'Eomi')]"
9991656,"우와 별 반개도 아까운판에 밑에 CJ 알바생들 쩐다.. 전부 만점이야 ㅎㅎㅎ..,. CJ야 그만해라 저영화는 정말 쓰레기다...원작에서 크게벋어났고 마치 메간폭스를 위해 스폰한 영화. 저걸보느니 투니버스봐라. 돈아깝고 시간아깝다.",0,0,우와 별 반개도 아까운판에 밑에 CJ 알바생들 쩐다 전부 만점이야 ㅎㅎㅎ CJ야 그만해라 저영화는 정말 쓰레기다원작에서 크게벋어났고 마치 메간폭스를 위해 스폰한 영화 저걸보느니 투니버스봐라 돈아깝고 시간아깝다,"[('크', 'Adjective'), ('쓰레기', 'Noun'), ('저거', 'Unknown'), ('은', 'Unknown'), ('아깝다', 'Adjective'), ('CJ', 'Alpha'), ('야', 'Exclamation'), ('알바', 'Noun'), ('반', 'Noun'), ('어', 'Unknown'), ('벋어', 'Verb'), ('돈', 'Noun'), ('별', 'Noun'), ('게', 'Unknown'), ('원작', 'Noun'), ('고', 'Unknown'), ('한', 'Josa'), ('메간폭스', 'Noun'), ('나', 'Unknown'), ('쩌', 'Noun'), ('마치', 'Noun'), ('스폰', 'Noun'), ('위하', 'Verb'), ('전부', 'Noun'), ('에', 'Josa'), ('밑', 'Noun'), ('이야', 'Josa'), ('들', 'Suffix'), ('에서', 'Josa'), ('를', 'Josa'), ('위해', 'Noun'), ('개', 'Unknown'), ('어라', 'Eomi'), ('느니', 'Unknown'), ('저걸', 'Noun'), ('ᆫ', 'Unknown'), ('만점', 'Noun'), ('었', 'Unknown'), ('정말', 'Noun'), ('벋', 'Unknown'), ('났고', 'Verb'), ('ᆯ', 'Unknown'), ('그만해라', 'Adjective'), ('반개', 'Noun'), ('저', 'Determiner'), ('도', 'Josa'), ('우와', 'Exclamation'), ('아까운', 'Adjective'), ('는', 'Josa'), ('보느니', 'Verb'), ('판', 'Noun'), ('크게', 'Noun'), ('아깝고', 'Adjective'), ('하', 'Unknown'), ('보', 'Verb'), ('알바생', 'Noun'), ('시간', 'Noun'), ('봐라', 'Verb'), ('그만', 'Adverb'), ('ㅎㅎㅎ', 'KoreanParticle'), ('영화', 'Noun'), ('아깝', 'Unknown'), ('메간 폭스', 'Noun'), ('생', 'Unknown'), ('다', 'Josa'), ('투니버스', 'Noun'), ('쩐다', 'Noun')]"
6093387,지금도 가끔 다시 본다,1,0,지금도 가끔 다시 본다,"[('보', 'Verb'), ('가끔', 'Noun'), ('다시', 'Noun'), ('본다', 'Verb'), ('지금', 'Noun'), ('도', 'Josa'), ('ᆫ다', 'Eomi')]"
10155375,재미있는 추리 영화인줄 알고 봤는데 아니네요. 스토리도 그닥 와닿지 않고 다른 분들이 극찬(?)하는 영상미도 감흥이 없었습니다. 오락영화가 아닙니다. 혹시 보실분들 참고하시기 바랍니다.,0,0,재미있는 추리 영화인줄 알고 봤는데 아니네요 스토리도 그닥 와닿지 않고 다른 분들이 극찬하는 영상미도 감흥이 없었습니다 오락영화가 아닙니다 혹시 보실분들 참고하시기 바랍니다,"[('습니다', 'Eomi'), ('분', 'Noun'), ('분들', 'Suffix'), ('스토리', 'Noun'), ('하는', 'Verb'), ('참고', 'Noun'), ('알', 'Noun'), ('오', 'Verb'), ('닿', 'Verb'), ('재미있는', 'Adjective'), ('바랍니다', 'Verb'), ('봤는데', 'Verb'), ('감흥', 'Noun'), ('영상미', 'Noun'), ('ᆸ니다', 'Eomi'), ('없', 'Adjective'), ('없었습니다', 'Adjective'), ('어', 'Unknown'), ('다른', 'Noun'), ('고', 'Josa'), ('보실', 'Noun'), ('혹시', 'Noun'), ('지', 'Unknown'), ('기', 'Unknown'), ('않', 'Unknown'), ('극찬', 'Noun'), ('영상', 'Noun'), ('하시기', 'Verb'), ('재미있', 'Adjective'), ('시', 'Unknown'), ('와', 'Verb'), ('들', 'Suffix'), ('네요', 'Unknown'), ('아니', 'Unknown'), ('ᆫ', 'Unknown'), ('오락', 'Noun'), ('는데', 'Unknown'), ('추리', 'Noun'), ('ᆯ', 'Unknown'), ('도', 'Josa'), ('이', 'Josa'), ('가', 'Josa'), ('는', 'Unknown'), ('닿지', 'Verb'), ('보', 'Verb'), ('하', 'Unknown'), ('그닥', 'Noun'), ('아닙니다', 'Adjective'), ('아니네요', 'Adjective'), ('줄', 'Noun'), ('미도', 'Noun'), ('바라', 'Verb'), ('영화인', 'Noun'), ('영화', 'Noun'), ('않고', 'Verb'), ('었', 'Unknown')]"
6265202,일본영화를 거의 처음 본 건데 정말 재밌게 봤습니다~! 강추 두둥!!,1,0,일본영화를 거의 처음 본 건데 정말 재밌게 봤습니다 강추 두둥,"[('습니다', 'Eomi'), ('거의', 'Noun'), ('건데', 'Eomi'), ('ᆫ데', 'Unknown'), ('두둥', 'Noun'), ('게', 'Unknown'), ('강추', 'Noun'), ('를', 'Josa'), ('거', 'Unknown'), ('처음', 'Noun'), ('일', 'Modifier'), ('ᆫ', 'Unknown'), ('정말', 'Noun'), ('재밌', 'Adjective'), ('보', 'Verb'), ('이', 'Unknown'), ('본', 'Verb'), ('봤습니다', 'Verb'), ('영화', 'Noun'), ('재밌게', 'Adjective'), ('었', 'Unknown'), ('일본', 'Noun')]"
5716851,결말이참 맘에든다. 넘 사랑스럽지만 이루어질 수 없는 로망스ㅜㅜ,1,0,결말이참 맘에든다 넘 사랑스럽지만 이루어질 수 없는 로망스ㅜㅜ,"[('맘', 'Noun'), ('결말', 'Noun'), ('없', 'Adjective'), ('넘', 'Verb'), ('사랑스럽지만', 'Adjective'), ('ㅜㅜ', 'KoreanParticle'), ('지만', 'Unknown'), ('에', 'Unknown'), ('ᆫ다', 'Eomi'), ('들', 'Verb'), ('이참', 'Noun'), ('사랑', 'Noun'), ('에든', 'Josa'), ('다', 'Adverb'), ('ᆯ', 'Unknown'), ('이루어질', 'Verb'), ('이', 'Josa'), ('는', 'Unknown'), ('로망스', 'Noun'), ('스럽', 'Unknown'), ('참', 'Adverb'), ('수', 'Noun'), ('이루어지', 'Verb'), ('없는', 'Adjective')]"
9891398,엇갈린 사랑 해보신 분들께 추천 합니다.,1,0,엇갈린 사랑 해보신 분들께 추천 합니다,"[('보', 'Unknown'), ('분', 'Noun'), ('추천', 'Noun'), ('께', 'Josa'), ('합니다', 'Verb'), ('사랑', 'Noun'), ('ᆫ', 'Unknown'), ('어', 'Unknown'), ('해보신', 'Verb'), ('엇갈리', 'Verb'), ('ᆸ니다', 'Eomi'), ('시', 'Unknown'), ('엇갈린', 'Verb'), ('하', 'Unknown'), ('들', 'Suffix')]"
