id,text,label,is_test,clean_text,tokens
8932939,수OO만에 다시보네여,1,0,수OO만에 다시보네여,"[('만에', 'Josa'), ('보네여', 'Verb'), ('만', 'Unknown'), ('네여', 'Eomi'), ('다시', 'Noun'), ('OO', 'Alpha'), ('보', 'Verb'), ('수', 'Noun'), ('에', 'Unknown')]"
3681731,일방적인 영화다. 관객 좀 고려해주시길,0,0,일방적인 영화다 관객 좀 고려해주시길,"[('다', 'Josa'), ('기', 'Unknown'), ('일방', 'Noun'), ('어', 'Unknown'), ('고려', 'Noun'), ('이', 'Unknown'), ('좀', 'Noun'), ('해주시길', 'Verb'), ('적', 'Suffix'), ('하', 'Unknown'), ('시', 'Unknown'), ('영화', 'Noun'), ('인', 'Josa'), ('ᆯ', 'Unknown'), ('ᆫ', 'Unknown'), ('관객', 'Noun'), ('주', 'Unknown')]"
9847174,세상을 초월하는 한 사람의 선한 마음,1,0,세상을 초월하는 한 사람의 선한 마음,"[('마음', 'Noun'), ('초월', 'Noun'), ('는', 'Unknown'), ('세상', 'Noun'), ('의', 'Josa'), ('하', 'Unknown'), ('하는', 'Verb'), ('을', 'Josa'), ('사람', 'Noun'), ('선', 'Noun'), ('선한', 'Adjective'), ('한', 'Verb'), ('ᆫ', 'Unknown')]"
8506899,멍하다.. 여러생각이 겹치는데 오랜만에 영화 보고 이런 느낌 느껴본다,1,0,멍하다 여러생각이 겹치는데 오랜만에 영화 보고 이런 느낌 느껴본다,"[('오랜만', 'Noun'), ('이런', 'Adjective'), ('느끼', 'Verb'), ('는데', 'Unknown'), ('ᆫ다', 'Eomi'), ('겹치', 'Verb'), ('여러', 'Modifier'), ('멍하다', 'Adjective'), ('오랜', 'Modifier'), ('영화', 'Noun'), ('보고', 'Noun'), ('다', 'Eomi'), ('만', 'Noun'), ('생각', 'Noun'), ('이', 'Josa'), ('보', 'Unknown'), ('느껴', 'Verb'), ('멍하', 'Adjective'), ('고', 'Unknown'), ('에', 'Josa'), ('어', 'Unknown'), ('치는데', 'Verb'), ('본다', 'Verb'), ('겹', 'Noun'), ('느낌', 'Noun')]"
9991656,"우와 별 반개도 아까운판에 밑에 CJ 알바생들 쩐다.. 전부 만점이야 ㅎㅎㅎ..,. CJ야 그만해라 저영화는 정말 쓰레기다...원작에서 크게벋어났고 마치 메간폭스를 위해 스폰한 영화. 저걸보느니 투니버스봐라. 돈아깝고 시간아깝다.",0,0,우와 별 반개도 아까운판에 밑에 CJ 알바생들 쩐다 전부 만점이야 ㅎㅎㅎ CJ야 그만해라 저영화는 정말 쓰레기다원작에서 크게벋어났고 마치 메간폭스를 위해 스폰한 영화 저걸보느니 투니버스봐라 돈아깝고 시간아깝다,"[('판', 'Noun'), ('저거', 'Unknown'), ('밑', 'Noun'), ('저걸', 'Noun'), ('크게', 'Noun'), ('었', 'Unknown'), ('에서', 'Josa'), ('크', 'Adjective'), ('한', 'Josa'), ('아깝', 'Unknown'), ('메간폭스', 'Noun'), ('전부', 'Noun'), ('CJ', 'Alpha'), ('반개', 'Noun'), ('났고', 'Verb'), ('이야', 'Josa'), ('나', 'Unknown'), ('돈', 'Noun'), ('게', 'Unknown'), ('반', 'Noun'), ('그만', 'Adverb'), ('야', 'Exclamation'), ('영화', 'Noun'), ('아깝고', 'Adjective'), ('위하', 'Verb'), ('들', 'Suffix'), ('ㅎㅎㅎ', 'KoreanParticle'), ('어라', 'Eomi'), ('개', 'Unknown'), ('ᆯ', 'Unknown'), ('ᆫ', 'Unknown'), ('메간 폭스', 'Noun'), ('그만해라', 'Adjective'), ('다', 'Josa'), ('쓰레기', 'Noun'), ('알바생', 'Noun'), ('우와', 'Exclamation'), ('투니버스', 'Noun'), ('생', 'Unknown'), ('쩌', 'Noun'), ('은', 'Unknown'), ('아까운', 'Adjective'), ('하', 'Unknown'), ('알바', 'Noun'), ('를', 'Josa'), ('보', 'Verb'), ('마치', 'Noun'), ('고', 'Unknown'), ('별', 'Noun'), ('에', 'Josa'), ('도', 'Josa'), ('쩐다', 'Noun'), ('는', 'Josa'), ('아깝다', 'Adjective'), ('위해', 'Noun'), ('어', 'Unknown'), ('스폰', 'Noun'), ('보느니', 'Verb'), ('벋', 'Unknown'), ('원작', 'Noun'), ('봐라', 'Verb'), ('정말', 'Noun'), ('만점', 'Noun'), ('저', 'Determiner'), ('느니', 'Unknown'), ('벋어', 'Verb'), ('시간', 'Noun')]"
6093387,지금도 가끔 다시 본다,1,0,지금도 가끔 다시 본다,"[('도', 'Josa'), ('ᆫ다', 'Eomi'), ('지금', 'Noun'), ('가끔', 'Noun'), ('다시', 'Noun'), ('본다', 'Verb'), ('보', 'Verb')]"
10155375,재미있는 추리 영화인줄 알고 봤는데 아니네요. 스토리도 그닥 와닿지 않고 다른 분들이 극찬(?)하는 영상미도 감흥이 없었습니다. 오락영화가 아닙니다. 혹시 보실분들 참고하시기 바랍니다.,0,0,재미있는 추리 영화인줄 알고 봤는데 아니네요 스토리도 그닥 와닿지 않고 다른 분들이 극찬하는 영상미도 감흥이 없었습니다 오락영화가 아닙니다 혹시 보실분들 참고하시기 바랍니다,"[('와', 'Verb'), ('바라', 'Verb'), ('참고', 'Noun'), ('아니', 'Unknown'), ('미도', 'Noun'), ('었', 'Unknown'), ('영상', 'Noun'), ('아닙니다', 'Adjective'), ('감흥', 'Noun'), ('재미있', 'Adjective'), ('오', 'Verb'), ('줄', 'Noun'), ('그닥', 'Noun'), ('는데', 'Unknown'), ('추리', 'Noun'), ('분들', 'Suffix'), ('지', 'Unknown'), ('하는', 'Verb'), ('영화인', 'Noun'), ('없', 'Adjective'), ('영화', 'Noun'), ('시', 'Unknown'), ('분', 'Noun'), ('들', 'Suffix'), ('다른', 'Noun'), ('스토리', 'Noun'), ('ᆫ', 'Unknown'), ('ᆯ', 'Unknown'), ('재미있는', 'Adjective'), ('봤는데', 'Verb'), ('알', 'Noun'), ('이', 'Josa'), ('아니네요', 'Adjective'), ('닿', 'Verb'), ('극찬', 'Noun'), ('하', 'Unknown'), ('않', 'Unknown'), ('보', 'Verb'), ('없었습니다', 'Adjective'), ('않고', 'Verb'), ('영상미', 'Noun'), ('닿지', 'Verb'), ('고', 'Josa'), ('보실', 'Noun'), ('도', 'Josa'), ('바랍니다', 'Verb'), ('기', 'Unknown'), ('는', 'Unknown'), ('하시기', 'Verb'), ('어', 'Unknown'), ('ᆸ니다', 'Eomi'), ('오락', 'Noun'), ('가', 'Josa'), ('혹시', 'Noun'), ('습니다', 'Eomi'), ('네요', 'Unknown')]"
6265202,일본영화를 거의 처음 본 건데 정말 재밌게 봤습니다~! 강추 두둥!!,1,0,일본영화를 거의 처음 본 건데 정말 재밌게 봤습니다 강추 두둥,"[('일본', 'Noun'), ('었', 'Unknown'), ('봤습니다', 'Verb'), ('게', 'Unknown'), ('ᆫ데', 'Unknown'), ('영화', 'Noun'), ('강추', 'Noun'), ('ᆫ', 'Unknown'), ('처음', 'Noun'), ('재밌게', 'Adjective'), ('이', 'Unknown'), ('거의', 'Noun'), ('를', 'Josa'), ('보', 'Verb'), ('일', 'Modifier'), ('재밌', 'Adjective'), ('두둥', 'Noun'), ('본', 'Verb'), ('건데', 'Eomi'), ('거', 'Unknown'), ('습니다', 'Eomi'), ('정말', 'Noun')]"
5716851,결말이참 맘에든다. 넘 사랑스럽지만 이루어질 수 없는 로망스ㅜㅜ,1,0,결말이참 맘에든다 넘 사랑스럽지만 이루어질 수 없는 로망스ㅜㅜ,"[('이루어질', 'Verb'), ('맘', 'Noun'), ('에든', 'Josa'), ('ᆫ다', 'Eomi'), ('넘', 'Verb'), ('로망스', 'Noun'), ('없는', 'Adjective'), ('지만', 'Unknown'), ('없', 'Adjective'), ('들', 'Verb'), ('수', 'Noun'), ('이루어지', 'Verb'), ('ᆯ', 'Unknown'), ('다', 'Adverb'), ('결말', 'Noun'), ('이참', 'Noun'), ('사랑', 'Noun'), ('이', 'Josa'), ('스럽', 'Unknown'), ('사랑스럽지만', 'Adjective'), ('에', 'Unknown'), ('는', 'Unknown'), ('참', 'Adverb'), ('ㅜㅜ', 'KoreanParticle')]"
9891398,엇갈린 사랑 해보신 분들께 추천 합니다.,1,0,엇갈린 사랑 해보신 분들께 추천 합니다,"[('엇갈리', 'Verb'), ('어', 'Unknown'), ('사랑', 'Noun'), ('께', 'Josa'), ('추천', 'Noun'), ('ᆸ니다', 'Eomi'), ('해보신', 'Verb'), ('엇갈린', 'Verb'), ('ᆫ', 'Unknown'), ('하', 'Unknown'), ('시', 'Unknown'), ('보', 'Unknown'), ('들', 'Suffix'), ('분', 'Noun'), ('합니다', 'Verb')]"
